,State,Year,Quater,District,Transaction_count,Transaction_amount,id
13105,Uttar Pradesh,2020,Q2,Shahjahanpur District,673377,1100598020.965655,9
13106,Uttar Pradesh,2020,Q2,Muzaffarnagar District,1091622,1908747238.8518877,9
13107,Uttar Pradesh,2020,Q2,Ambedkar Nagar District,772604,1212105252.8195994,9
13108,Uttar Pradesh,2020,Q2,Bahraich District,517053,924475011.6070898,9
13109,Uttar Pradesh,2020,Q2,Jalaun District,580715,979336659.411663,9
13110,Uttar Pradesh,2020,Q2,Rampur District,555936,973183157.5793293,9
13111,Uttar Pradesh,2020,Q2,Ballia District,1181508,2103381532.6901252,9
13112,Uttar Pradesh,2020,Q2,Shravasti District,134854,252546509.02541623,9
13113,Uttar Pradesh,2020,Q2,Kasganj District,397002,615459668.9485261,9
13114,Uttar Pradesh,2020,Q2,Varanasi District,2569684,4411716947.662937,9
13115,Uttar Pradesh,2020,Q2,Gautam Buddha Nagar District,10896512,12933946780.93526,9
13116,Uttar Pradesh,2020,Q2,Basti District,948055,1808772881.081777,9
13117,Uttar Pradesh,2020,Q2,Shamli District,492479,939358656.6601737,9
13118,Uttar Pradesh,2020,Q2,Maharajganj District,822688,1694125648.4930968,9
13119,Uttar Pradesh,2020,Q2,Etawah District,611642,1044635436.3768692,9
13120,Uttar Pradesh,2020,Q2,Etah District,551798,927167974.165848,9
13121,Uttar Pradesh,2020,Q2,Banda District,357345,564152852.325402,9
13122,Uttar Pradesh,2020,Q2,Bijnor District,1145403,1989993254.255129,9
13123,Uttar Pradesh,2020,Q2,Hardoi District,790987,1184073625.9853127,9
13124,Uttar Pradesh,2020,Q2,Balrampur District,396187,820186982.4201376,9
13125,Uttar Pradesh,2020,Q2,Amroha District,617820,1214245940.1325486,9
13126,Uttar Pradesh,2020,Q2,Pilibhit District,496981,795419207.6522852,9
13127,Uttar Pradesh,2020,Q2,Mainpuri District,654574,1076283108.867208,9
13128,Uttar Pradesh,2020,Q2,Kanpur Dehat District,542702,896535897.5354111,9
13129,Uttar Pradesh,2020,Q2,Jaunpur District,1679713,2818494385.2133613,9
13130,Uttar Pradesh,2020,Q2,Kaushambi District,298441,490127982.97519726,9
13131,Uttar Pradesh,2020,Q2,Hapur District,902343,1496243557.9684124,9
13132,Uttar Pradesh,2020,Q2,Hamirpur District,345407,585773637.2601408,9
13133,Uttar Pradesh,2020,Q2,Meerut District,2994911,6172148246.847013,9
13134,Uttar Pradesh,2020,Q2,Mathura District,1541861,2826177786.114756,9
13135,Uttar Pradesh,2020,Q2,Chitrakoot District,216451,390056597.1967051,9
13136,Uttar Pradesh,2020,Q2,Lalitpur District,399359,774393184.7726351,9
13137,Uttar Pradesh,2020,Q2,Mau District,658169,1068323503.2972852,9
13138,Uttar Pradesh,2020,Q2,Mirzapur District,749501,1326542494.3352373,9
13139,Uttar Pradesh,2020,Q2,Bulandshahr District,1706169,2741837464.885148,9
13140,Uttar Pradesh,2020,Q2,Gonda District,815060,1757033684.2832575,9
13141,Uttar Pradesh,2020,Q2,Jhansi District,1262589,2418809124.961895,9
13142,Uttar Pradesh,2020,Q2,Chandauli District,695768,1196696570.5988152,9
13143,Uttar Pradesh,2020,Q2,Bhadohi District,544721,822816633.480869,9
13144,Uttar Pradesh,2020,Q2,Pratapgarh District,954561,1600278347.9329877,9
13145,Uttar Pradesh,2020,Q2,Saharanpur District,1685012,3012340250.8405867,9
13146,Uttar Pradesh,2020,Q2,Bara Banki District,699432,1034102989.7037303,9
13147,Uttar Pradesh,2020,Q2,Bareilly District,1694171,2977759298.7303386,9
13148,Uttar Pradesh,2020,Q2,Sitapur District,722022,1088559903.6343777,9
13149,Uttar Pradesh,2020,Q2,Sultanpur District,776598,1229758670.7062595,9
13150,Uttar Pradesh,2020,Q2,Agra District,2837641,5153788501.153106,9
13151,Uttar Pradesh,2020,Q2,Fatehpur District,541508,820178271.380095,9
13152,Uttar Pradesh,2020,Q2,Rae Bareli District,655030,1095500288.675398,9
13153,Uttar Pradesh,2020,Q2,Firozabad District,877638,1459928974.4941869,9
13154,Uttar Pradesh,2020,Q2,Kheri District,754871,1190369834.481358,9
13155,Uttar Pradesh,2020,Q2,Gorakhpur District,2231738,4183285969.668811,9
13156,Uttar Pradesh,2020,Q2,Unnao District,710650,950240650.1922326,9
13157,Uttar Pradesh,2020,Q2,Prayagraj District,2935110,5163514764.361202,9
13158,Uttar Pradesh,2020,Q2,Sonbhadra District,806207,1534403493.080813,9
13159,Uttar Pradesh,2020,Q2,Ghazipur District,1252110,2247394537.737905,9
13160,Uttar Pradesh,2020,Q2,Farrukhabad District,601099,972263008.9379332,9
13161,Uttar Pradesh,2020,Q2,Kannauj District,505120,729038063.4520526,9
13162,Uttar Pradesh,2020,Q2,Azamgarh District,1402231,2315722081.811428,9
13163,Uttar Pradesh,2020,Q2,Ayodhya District,900026,1541977173.5807447,9
13164,Uttar Pradesh,2020,Q2,Deoria District,1368817,2368679849.548726,9
13165,Uttar Pradesh,2020,Q2,Ghaziabad District,7640595,11178742327.553667,9
13166,Uttar Pradesh,2020,Q3,Amethi District,693798,1294320359.5677216,9
13167,Uttar Pradesh,2020,Q3,Siddharthnagar District,929098,2134469977.762343,9
13168,Uttar Pradesh,2020,Q3,Auraiya District,562146,1136268445.31763,9
13169,Uttar Pradesh,2020,Q3,Sambhal District,452494,1135126213.2085724,9
13170,Uttar Pradesh,2020,Q3,Kanpur Nagar District,4224357,8417780315.508661,9
13171,Uttar Pradesh,2020,Q3,Aligarh District,2172376,4433149341.386807,9
13172,Uttar Pradesh,2020,Q3,Mahoba District,261861,531843525.61341166,9
13173,Uttar Pradesh,2020,Q3,Lucknow District,18626637,44986768816.575165,9
13174,Uttar Pradesh,2020,Q3,Sant Kabeer Nagar District,656697,1513769440.0494862,9
13175,Uttar Pradesh,2020,Q3,Hathras District,625553,1275768778.5339706,9
13176,Uttar Pradesh,2020,Q3,Budaun District,592062,1238230054.556419,9
13177,Uttar Pradesh,2020,Q3,Moradabad District,1295741,3054482814.3022194,9
13178,Uttar Pradesh,2020,Q3,Kushinagar District,1825898,3924228270.695005,9
13179,Uttar Pradesh,2020,Q3,Baghpat District,874299,1818031340.8166132,9
13180,Uttar Pradesh,2020,Q3,Shahjahanpur District,671383,1272487040.331823,9
13181,Uttar Pradesh,2020,Q3,Muzaffarnagar District,1231459,2544310298.189884,9
13182,Uttar Pradesh,2020,Q3,Ambedkar Nagar District,812512,1475036147.856543,9
13183,Uttar Pradesh,2020,Q3,Bahraich District,538930,1178317118.3128018,9
13184,Uttar Pradesh,2020,Q3,Jalaun District,629953,1243068206.0395167,9
13185,Uttar Pradesh,2020,Q3,Rampur District,553247,1213905751.9285958,9
13186,Uttar Pradesh,2020,Q3,Ballia District,1405118,2795264292.959336,9
13187,Uttar Pradesh,2020,Q3,Shravasti District,149664,328485585.9483519,9
13188,Uttar Pradesh,2020,Q3,Kasganj District,348658,705077297.3806964,9
13189,Uttar Pradesh,2020,Q3,Varanasi District,3370707,6634516647.606381,9
13190,Uttar Pradesh,2020,Q3,Gautam Buddha Nagar District,17085582,21337631127.67076,9
13191,Uttar Pradesh,2020,Q3,Basti District,1075459,2331628985.717828,9
13192,Uttar Pradesh,2020,Q3,Shamli District,536622,1210822146.352789,9
13193,Uttar Pradesh,2020,Q3,Maharajganj District,936896,2055424144.7644112,9
13194,Uttar Pradesh,2020,Q3,Etawah District,675757,1357078925.498352,9
13195,Uttar Pradesh,2020,Q3,Etah District,520578,1064156895.7013092,9
13196,Uttar Pradesh,2020,Q3,Banda District,366254,695728921.4259707,9
13197,Uttar Pradesh,2020,Q3,Bijnor District,1182322,2483271492.086068,9
13198,Uttar Pradesh,2020,Q3,Hardoi District,717346,1302260963.355254,9
13199,Uttar Pradesh,2020,Q3,Balrampur District,454008,1114156872.7042675,9
13200,Uttar Pradesh,2020,Q3,Amroha District,683194,1606211046.2065675,9
13201,Uttar Pradesh,2020,Q3,Pilibhit District,492878,894196424.9031254,9
13202,Uttar Pradesh,2020,Q3,Mainpuri District,613350,1259746316.3304174,9
13203,Uttar Pradesh,2020,Q3,Kanpur Dehat District,558874,1109266594.6678605,9
13204,Uttar Pradesh,2020,Q3,Jaunpur District,2030640,3837257466.0020456,9
13205,Uttar Pradesh,2020,Q3,Kaushambi District,315793,618446088.2656065,9
13206,Uttar Pradesh,2020,Q3,Hapur District,1102037,2028865232.0688508,9
13207,Uttar Pradesh,2020,Q3,Hamirpur District,355583,722708619.5316483,9
13208,Uttar Pradesh,2020,Q3,Meerut District,3739519,8114325789.555465,9
13209,Uttar Pradesh,2020,Q3,Mathura District,1884033,3776128655.9009504,9
13210,Uttar Pradesh,2020,Q3,Chitrakoot District,238568,499890761.28251874,9
13211,Uttar Pradesh,2020,Q3,Lalitpur District,468063,938535589.147361,9
13212,Uttar Pradesh,2020,Q3,Mau District,738346,1451336941.2324305,9
13213,Uttar Pradesh,2020,Q3,Mirzapur District,846288,1674284507.0510287,9
13214,Uttar Pradesh,2020,Q3,Bulandshahr District,1846812,3453106819.662795,9
13215,Uttar Pradesh,2020,Q3,Gonda District,929086,2294714944.947123,9
13216,Uttar Pradesh,2020,Q3,Jhansi District,1597393,3459281322.33387,9
13217,Uttar Pradesh,2020,Q3,Chandauli District,822442,1603810974.0934565,9
13218,Uttar Pradesh,2020,Q3,Bhadohi District,660851,1109214851.88274,9
13219,Uttar Pradesh,2020,Q3,Pratapgarh District,1080871,2106097258.5168183,9
13220,Uttar Pradesh,2020,Q3,Saharanpur District,1946572,4188524778.327629,9
13221,Uttar Pradesh,2020,Q3,Bara Banki District,765264,1376084583.893388,9
13222,Uttar Pradesh,2020,Q3,Bareilly District,1969627,4024948735.242411,9
13223,Uttar Pradesh,2020,Q3,Sitapur District,709016,1279114972.585296,9
13224,Uttar Pradesh,2020,Q3,Sultanpur District,868946,1621486345.793549,9
13225,Uttar Pradesh,2020,Q3,Agra District,3402430,6647928319.006589,9
13226,Uttar Pradesh,2020,Q3,Fatehpur District,540614,1011847022.609576,9
13227,Uttar Pradesh,2020,Q3,Rae Bareli District,704574,1358245105.194454,9
13228,Uttar Pradesh,2020,Q3,Firozabad District,994544,2000595716.950366,9
13229,Uttar Pradesh,2020,Q3,Kheri District,821731,1380068812.7760737,9
13230,Uttar Pradesh,2020,Q3,Gorakhpur District,3197317,7043485657.433088,9
13231,Uttar Pradesh,2020,Q3,Unnao District,748311,1297050484.2073956,9
13232,Uttar Pradesh,2020,Q3,Prayagraj District,4424797,8784004360.762121,9
13233,Uttar Pradesh,2020,Q3,Sonbhadra District,979144,2022490421.5177343,9
13234,Uttar Pradesh,2020,Q3,Ghazipur District,1489295,3197790517.520283,9
13235,Uttar Pradesh,2020,Q3,Farrukhabad District,586393,1168025441.22621,9
13236,Uttar Pradesh,2020,Q3,Kannauj District,470383,910394471.8860384,9
13237,Uttar Pradesh,2020,Q3,Azamgarh District,1562684,3106122636.5816445,9
13238,Uttar Pradesh,2020,Q3,Ayodhya District,1148182,2402945903.011,9
13239,Uttar Pradesh,2020,Q3,Deoria District,1661831,3351809693.941284,9
13240,Uttar Pradesh,2020,Q3,Ghaziabad District,10353511,16722698683.28836,9
13241,Uttar Pradesh,2020,Q4,Amethi District,929052,2047805667.4194224,9
13242,Uttar Pradesh,2020,Q4,Siddharthnagar District,1203287,3197534025.2574625,9
13243,Uttar Pradesh,2020,Q4,Auraiya District,785790,1729982238.8034532,9
13244,Uttar Pradesh,2020,Q4,Sambhal District,658894,1763324001.6111064,9
13245,Uttar Pradesh,2020,Q4,Kanpur Nagar District,6052576,12308345528.86128,9
13246,Uttar Pradesh,2020,Q4,Aligarh District,3179237,6659603398.445011,9
13247,Uttar Pradesh,2020,Q4,Mahoba District,338467,757396455.1291689,9
13248,Uttar Pradesh,2020,Q4,Lucknow District,21791125,48660862847.75142,9
13249,Uttar Pradesh,2020,Q4,Sant Kabeer Nagar District,853964,2328509654.842339,9
13250,Uttar Pradesh,2020,Q4,Hathras District,900053,1975427285.690195,9
13251,Uttar Pradesh,2020,Q4,Budaun District,808394,1832450359.2387743,9
13252,Uttar Pradesh,2020,Q4,Moradabad District,1837124,4509684341.431406,9
13253,Uttar Pradesh,2020,Q4,Kushinagar District,2544134,6177451132.098885,9
13254,Uttar Pradesh,2020,Q4,Baghpat District,1274090,2735598660.505571,9
13255,Uttar Pradesh,2020,Q4,Shahjahanpur District,921620,1926803593.1859035,9
13256,Uttar Pradesh,2020,Q4,Muzaffarnagar District,1855968,4005895164.643703,9
13257,Uttar Pradesh,2020,Q4,Ambedkar Nagar District,1059079,2345702079.917377,9
13258,Uttar Pradesh,2020,Q4,Bahraich District,733236,1752928127.7677803,9
13259,Uttar Pradesh,2020,Q4,Jalaun District,870463,1960046920.771203,9
13260,Uttar Pradesh,2020,Q4,Rampur District,779375,1897600325.3097365,9
13261,Uttar Pradesh,2020,Q4,Ballia District,1983414,4497298602.604402,9
13262,Uttar Pradesh,2020,Q4,Shravasti District,194123,490064811.8696481,9
13263,Uttar Pradesh,2020,Q4,Kasganj District,475224,1050026273.0523198,9
13264,Uttar Pradesh,2020,Q4,Varanasi District,5020393,10194936776.671389,9
13265,Uttar Pradesh,2020,Q4,Gautam Buddha Nagar District,26875484,32842519367.026222,9
13266,Uttar Pradesh,2020,Q4,Basti District,1397049,3591337508.9646235,9
13267,Uttar Pradesh,2020,Q4,Shamli District,770139,1795508884.5500958,9
13268,Uttar Pradesh,2020,Q4,Maharajganj District,1269772,3237407092.4479995,9
13269,Uttar Pradesh,2020,Q4,Etawah District,976366,2075210863.461753,9
13270,Uttar Pradesh,2020,Q4,Etah District,723860,1621090109.7997897,9
13271,Uttar Pradesh,2020,Q4,Banda District,485652,1056554802.0726084,9
13272,Uttar Pradesh,2020,Q4,Bijnor District,1671649,3786521731.719276,9
13273,Uttar Pradesh,2020,Q4,Hardoi District,964983,1950295770.6554155,9
13274,Uttar Pradesh,2020,Q4,Balrampur District,602659,1743708794.5551603,9
13275,Uttar Pradesh,2020,Q4,Amroha District,990643,2370720288.892324,9
13276,Uttar Pradesh,2020,Q4,Pilibhit District,659881,1315633563.1303964,9
13277,Uttar Pradesh,2020,Q4,Mainpuri District,835630,1876489036.3921916,9
13278,Uttar Pradesh,2020,Q4,Kanpur Dehat District,801177,1792856563.1160471,9
13279,Uttar Pradesh,2020,Q4,Jaunpur District,2575090,5862550808.616685,9
13280,Uttar Pradesh,2020,Q4,Kaushambi District,426355,999440562.3793885,9
13281,Uttar Pradesh,2020,Q4,Hapur District,1644740,3136746389.151212,9
13282,Uttar Pradesh,2020,Q4,Hamirpur District,468721,1086787047.16535,9
13283,Uttar Pradesh,2020,Q4,Meerut District,5063989,10705409123.829666,9
13284,Uttar Pradesh,2020,Q4,Mathura District,2894712,6050052874.5533085,9
13285,Uttar Pradesh,2020,Q4,Chitrakoot District,325363,767298714.6523205,9
13286,Uttar Pradesh,2020,Q4,Lalitpur District,657837,1360184221.831142,9
13287,Uttar Pradesh,2020,Q4,Mau District,995516,2271789809.3879824,9
13288,Uttar Pradesh,2020,Q4,Mirzapur District,1127365,2523000481.679961,9
13289,Uttar Pradesh,2020,Q4,Bulandshahr District,2689766,5399484706.621842,9
13290,Uttar Pradesh,2020,Q4,Gonda District,1293672,3549030149.702004,9
13291,Uttar Pradesh,2020,Q4,Jhansi District,2406415,5421062226.887428,9
13292,Uttar Pradesh,2020,Q4,Chandauli District,1124617,2422919353.4623985,9
13293,Uttar Pradesh,2020,Q4,Bhadohi District,845550,1647815099.9773245,9
13294,Uttar Pradesh,2020,Q4,Pratapgarh District,1456324,3283398763.4906263,9
13295,Uttar Pradesh,2020,Q4,Saharanpur District,2800641,6239011549.696222,9
13296,Uttar Pradesh,2020,Q4,Bara Banki District,1043324,2086952999.821857,9
13297,Uttar Pradesh,2020,Q4,Bareilly District,2825946,6085882466.945249,9
13298,Uttar Pradesh,2020,Q4,Sitapur District,944455,1884569094.6716216,9
13299,Uttar Pradesh,2020,Q4,Sultanpur District,1164282,2593915075.1443205,9
13300,Uttar Pradesh,2020,Q4,Agra District,5121332,10378549354.942242,9
13301,Uttar Pradesh,2020,Q4,Fatehpur District,721429,1605703311.681253,9
13302,Uttar Pradesh,2020,Q4,Rae Bareli District,949686,2094791838.7043169,9
13303,Uttar Pradesh,2020,Q4,Firozabad District,1433503,3064998559.6563253,9
13304,Uttar Pradesh,2020,Q4,Kheri District,1112322,2108209768.269709,9
13305,Uttar Pradesh,2020,Q4,Gorakhpur District,4537853,10798676241.771055,9
13306,Uttar Pradesh,2020,Q4,Unnao District,1021144,2072417707.0410173,9
13307,Uttar Pradesh,2020,Q4,Prayagraj District,6423026,12760082970.572111,9
13308,Uttar Pradesh,2020,Q4,Sonbhadra District,1375197,3033686641.7447925,9
13309,Uttar Pradesh,2020,Q4,Ghazipur District,1956174,4725819574.254914,9
13310,Uttar Pradesh,2020,Q4,Farrukhabad District,831323,1765789379.3673997,9
13311,Uttar Pradesh,2020,Q4,Kannauj District,639599,1379451056.6521685,9
13312,Uttar Pradesh,2020,Q4,Azamgarh District,2036037,4814095317.231253,9
13313,Uttar Pradesh,2020,Q4,Ayodhya District,1547673,3524811463.26251,9
13314,Uttar Pradesh,2020,Q4,Deoria District,2392279,5497955866.767282,9
13315,Uttar Pradesh,2020,Q4,Ghaziabad District,15220234,24565353557.018078,9
13316,Uttar Pradesh,2021,Q1,Amethi District,877998,2019421035.5440123,9
13317,Uttar Pradesh,2021,Q1,Siddharthnagar District,1151889,3465239203.2077265,9
13318,Uttar Pradesh,2021,Q1,Auraiya District,769110,1728417436.1610992,9
13319,Uttar Pradesh,2021,Q1,Sambhal District,713188,2096832820.641212,9
13320,Uttar Pradesh,2021,Q1,Kanpur Nagar District,6948497,13274223178.294434,9
13321,Uttar Pradesh,2021,Q1,Aligarh District,3639658,7418381922.136725,9
13322,Uttar Pradesh,2021,Q1,Mahoba District,330542,797978338.2421438,9
13323,Uttar Pradesh,2021,Q1,Lucknow District,35616880,66268662302.66503,9
13324,Uttar Pradesh,2021,Q1,Sant Kabeer Nagar District,785067,2292341220.026307,9
13325,Uttar Pradesh,2021,Q1,Hathras District,904106,2007237611.7384071,9
13326,Uttar Pradesh,2021,Q1,Budaun District,860365,2064814361.1100335,9
13327,Uttar Pradesh,2021,Q1,Moradabad District,2141475,5315834859.740384,9
13328,Uttar Pradesh,2021,Q1,Kushinagar District,2430660,6154525833.709658,9
13329,Uttar Pradesh,2021,Q1,Baghpat District,1269717,2815148600.9318047,9
13330,Uttar Pradesh,2021,Q1,Shahjahanpur District,942125,2093378695.195166,9
13331,Uttar Pradesh,2021,Q1,Muzaffarnagar District,2056338,4554139218.27136,9
13332,Uttar Pradesh,2021,Q1,Ambedkar Nagar District,973066,2270163374.1693525,9
13333,Uttar Pradesh,2021,Q1,Bahraich District,753675,1975803618.5803049,9
13334,Uttar Pradesh,2021,Q1,Jalaun District,838073,1971780173.5989068,9
13335,Uttar Pradesh,2021,Q1,Rampur District,860337,2233156797.522419,9
13336,Uttar Pradesh,2021,Q1,Ballia District,1812583,4179409523.6494207,9
13337,Uttar Pradesh,2021,Q1,Shravasti District,192450,539637266.7573034,9
13338,Uttar Pradesh,2021,Q1,Kasganj District,494513,1147686148.9570708,9
13339,Uttar Pradesh,2021,Q1,Varanasi District,5807048,10950765766.981531,9
13340,Uttar Pradesh,2021,Q1,Gautam Buddha Nagar District,31352951,37748670525.23869,9
13341,Uttar Pradesh,2021,Q1,Basti District,1317427,3736440480.9011135,9
13342,Uttar Pradesh,2021,Q1,Shamli District,813526,1983208486.1633,9
13343,Uttar Pradesh,2021,Q1,Maharajganj District,1226115,3416557865.3637247,9
13344,Uttar Pradesh,2021,Q1,Etawah District,1056534,2208046405.87211,9
13345,Uttar Pradesh,2021,Q1,Etah District,752911,1763562812.774366,9
13346,Uttar Pradesh,2021,Q1,Banda District,478856,1080201354.898141,9
13347,Uttar Pradesh,2021,Q1,Bijnor District,1776010,4258199699.7379847,9
13348,Uttar Pradesh,2021,Q1,Hardoi District,928482,2045360766.5230372,9
13349,Uttar Pradesh,2021,Q1,Balrampur District,585060,1872826651.5785856,9
13350,Uttar Pradesh,2021,Q1,Amroha District,1070707,2714682985.8695583,9
13351,Uttar Pradesh,2021,Q1,Pilibhit District,690076,1485572502.494791,9
13352,Uttar Pradesh,2021,Q1,Mainpuri District,879113,2088080638.93582,9
13353,Uttar Pradesh,2021,Q1,Kanpur Dehat District,786955,1844894490.7341883,9
13354,Uttar Pradesh,2021,Q1,Jaunpur District,2218994,5134456266.426699,9
13355,Uttar Pradesh,2021,Q1,Kaushambi District,427365,1039916138.5923938,9
13356,Uttar Pradesh,2021,Q1,Hapur District,1787385,3374025881.7737064,9
13357,Uttar Pradesh,2021,Q1,Hamirpur District,448033,1082453707.9599018,9
13358,Uttar Pradesh,2021,Q1,Meerut District,6883062,13712809242.556309,9
13359,Uttar Pradesh,2021,Q1,Mathura District,3300059,6630958776.858941,9
13360,Uttar Pradesh,2021,Q1,Chitrakoot District,305595,774496740.379127,9
13361,Uttar Pradesh,2021,Q1,Lalitpur District,715812,1451266508.7796412,9
13362,Uttar Pradesh,2021,Q1,Mau District,885573,2070273659.6743588,9
13363,Uttar Pradesh,2021,Q1,Mirzapur District,1069333,2624527845.0115094,9
13364,Uttar Pradesh,2021,Q1,Bulandshahr District,2844618,5734398738.267788,9
13365,Uttar Pradesh,2021,Q1,Gonda District,1238540,3632237997.536533,9
13366,Uttar Pradesh,2021,Q1,Jhansi District,2604380,5548819990.074663,9
13367,Uttar Pradesh,2021,Q1,Chandauli District,1072974,2447762420.872851,9
13368,Uttar Pradesh,2021,Q1,Bhadohi District,740300,1518741542.0093746,9
13369,Uttar Pradesh,2021,Q1,Pratapgarh District,1348590,3070050051.9793787,9
13370,Uttar Pradesh,2021,Q1,Saharanpur District,3177302,7147730126.368415,9
13371,Uttar Pradesh,2021,Q1,Bara Banki District,1080613,2239233917.573295,9
13372,Uttar Pradesh,2021,Q1,Bareilly District,3013200,6487088451.990205,9
13373,Uttar Pradesh,2021,Q1,Sitapur District,983750,2091781556.8922813,9
13374,Uttar Pradesh,2021,Q1,Sultanpur District,1072868,2443671436.5467286,9
13375,Uttar Pradesh,2021,Q1,Agra District,5773733,11198658827.144236,9
13376,Uttar Pradesh,2021,Q1,Fatehpur District,707603,1636407066.7822635,9
13377,Uttar Pradesh,2021,Q1,Rae Bareli District,955313,2124119307.852414,9
13378,Uttar Pradesh,2021,Q1,Firozabad District,1522752,3283806271.173644,9
13379,Uttar Pradesh,2021,Q1,Kheri District,1095771,2220238733.580754,9
13380,Uttar Pradesh,2021,Q1,Gorakhpur District,4804502,10959348578.90552,9
13381,Uttar Pradesh,2021,Q1,Unnao District,948502,2012532903.0940557,9
13382,Uttar Pradesh,2021,Q1,Prayagraj District,7886986,14358916730.34151,9
13383,Uttar Pradesh,2021,Q1,Sonbhadra District,1364012,3198874050.985406,9
13384,Uttar Pradesh,2021,Q1,Ghazipur District,1811693,4421012962.406708,9
13385,Uttar Pradesh,2021,Q1,Farrukhabad District,860342,1865618375.0222893,9
13386,Uttar Pradesh,2021,Q1,Kannauj District,666139,1477658098.5551538,9
13387,Uttar Pradesh,2021,Q1,Azamgarh District,1797181,4355952038.127698,9
13388,Uttar Pradesh,2021,Q1,Ayodhya District,1655673,3705175547.987315,9
13389,Uttar Pradesh,2021,Q1,Deoria District,2146841,4966425528.395669,9
13390,Uttar Pradesh,2021,Q1,Ghaziabad District,16400075,26364856584.17089,9
13391,Uttar Pradesh,2021,Q2,Amethi District,1291021,2832735535.699919,9
13392,Uttar Pradesh,2021,Q2,Siddharthnagar District,1771043,5238148009.774738,9
13393,Uttar Pradesh,2021,Q2,Auraiya District,1059958,2271182442.584289,9
13394,Uttar Pradesh,2021,Q2,Sambhal District,950489,2603854883.488303,9
13395,Uttar Pradesh,2021,Q2,Kanpur Nagar District,7585841,14935346898.476765,9
13396,Uttar Pradesh,2021,Q2,Aligarh District,4566809,9169523754.569006,9
13397,Uttar Pradesh,2021,Q2,Mahoba District,475867,1122285761.4014444,9
13398,Uttar Pradesh,2021,Q2,Lucknow District,41241215,78447443137.55058,9
13399,Uttar Pradesh,2021,Q2,Sant Kabeer Nagar District,1131079,3117195181.2863383,9
13400,Uttar Pradesh,2021,Q2,Hathras District,1233619,2575616559.22519,9
13401,Uttar Pradesh,2021,Q2,Budaun District,1191301,2835775507.3737907,9
13402,Uttar Pradesh,2021,Q2,Moradabad District,2635770,6178755186.138968,9
13403,Uttar Pradesh,2021,Q2,Kushinagar District,3460610,8429294860.665513,9
13404,Uttar Pradesh,2021,Q2,Baghpat District,1615699,3316713347.549141,9
13405,Uttar Pradesh,2021,Q2,Shahjahanpur District,1219746,2649333007.452417,9
13406,Uttar Pradesh,2021,Q2,Muzaffarnagar District,2598478,5313834601.551631,9
13407,Uttar Pradesh,2021,Q2,Ambedkar Nagar District,1395101,3153326970.884732,9
13408,Uttar Pradesh,2021,Q2,Bahraich District,979428,2471432397.367072,9
13409,Uttar Pradesh,2021,Q2,Jalaun District,1201881,2794963213.0666,9
13410,Uttar Pradesh,2021,Q2,Rampur District,1178718,2785287278.351359,9
13411,Uttar Pradesh,2021,Q2,Ballia District,2697371,6275453286.234028,9
13412,Uttar Pradesh,2021,Q2,Shravasti District,256597,691032815.48845,9
13413,Uttar Pradesh,2021,Q2,Kasganj District,733957,1665220089.7129016,9
13414,Uttar Pradesh,2021,Q2,Varanasi District,6220925,12596441736.919134,9
13415,Uttar Pradesh,2021,Q2,Gautam Buddha Nagar District,29169349,37072547539.88541,9
13416,Uttar Pradesh,2021,Q2,Basti District,1918966,5115399590.735217,9
13417,Uttar Pradesh,2021,Q2,Shamli District,1072971,2401068641.5154448,9
13418,Uttar Pradesh,2021,Q2,Maharajganj District,1721504,4527845152.121864,9
13419,Uttar Pradesh,2021,Q2,Etawah District,1408727,2954500857.3923235,9
13420,Uttar Pradesh,2021,Q2,Etah District,1059378,2358179714.114484,9
13421,Uttar Pradesh,2021,Q2,Banda District,666585,1534671516.514326,9
13422,Uttar Pradesh,2021,Q2,Bijnor District,2371176,5226002636.104571,9
13423,Uttar Pradesh,2021,Q2,Hardoi District,1291751,2807238923.688106,9
13424,Uttar Pradesh,2021,Q2,Balrampur District,876332,2832035100.1037,9
13425,Uttar Pradesh,2021,Q2,Amroha District,1436225,3484451693.262973,9
13426,Uttar Pradesh,2021,Q2,Pilibhit District,862297,1858665233.3495808,9
13427,Uttar Pradesh,2021,Q2,Mainpuri District,1262286,2847133297.048861,9
13428,Uttar Pradesh,2021,Q2,Kanpur Dehat District,1063446,2345874310.797373,9
13429,Uttar Pradesh,2021,Q2,Jaunpur District,3527787,8346542710.10446,9
13430,Uttar Pradesh,2021,Q2,Kaushambi District,599546,1363345221.3968203,9
13431,Uttar Pradesh,2021,Q2,Hapur District,2140953,3877150518.068894,9
13432,Uttar Pradesh,2021,Q2,Hamirpur District,625781,1561116989.4334395,9
13433,Uttar Pradesh,2021,Q2,Meerut District,8599202,16511763499.94571,9
13434,Uttar Pradesh,2021,Q2,Mathura District,3781704,7820282307.556807,9
13435,Uttar Pradesh,2021,Q2,Chitrakoot District,419599,1035222412.1931376,9
13436,Uttar Pradesh,2021,Q2,Lalitpur District,896705,1901077448.3590508,9
13437,Uttar Pradesh,2021,Q2,Mau District,1368848,3198341071.4875,9
13438,Uttar Pradesh,2021,Q2,Mirzapur District,1444919,3465894982.295676,9
13439,Uttar Pradesh,2021,Q2,Bulandshahr District,3724506,7163334352.956653,9
13440,Uttar Pradesh,2021,Q2,Gonda District,1653720,4916193446.703891,9
13441,Uttar Pradesh,2021,Q2,Jhansi District,2982163,6619698982.316277,9
